user_id,withdrawal_status,signup_date,push_notification_consent_yn,survive_yn,pet_registration_yn,pet_species,pet_breed_detailed,pet_age_months,pet_registered_before_first_purchase_yn,days_to_first_purchase_from_signup,days_to_second_purchase_from_signup,days_to_third_purchase_from_signup,days_from_first_to_second_purchase,days_from_second_to_third_purchase,purchased_feed_yn,purchased_snacks_yn,purchased_supplies_yn,purchased_feed_count,purchased_snacks_count,purchased_supplies_count,purchased_essentials_yn,purchased_essentials_count,pb_purchase_yn,pb_purchase_count,nb_purchase_yn,nb_purchase_count,orders_within_2months_of_first_purchase,first_purchase_month,order_unit_price,first_order_coupon_name,second_order_coupon_name,third_order_coupon_name,weekday_order_count,weekend_order_count,delivery_address,sameday_delivery_orders,dawn_delivery_orders,platform_delivery_orders,first_order_delivery_time_hours,second_order_delivery_time_hours,third_order_delivery_time_hours,average_delivery_time_hours,review_written_yn,review_count
1024523,N,2022. 8. 24. 오후 12:29:13,N,N,Y,강아지,미니어처 슈나우저,29.0,Y,0.0,,,,,Y,Y,N,1.0,1.0,,Y,1.0,N,,Y,2.0,1.0,2022. 8. 1. 오전 12:00:00,48500.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,25.0,25.0,25.0,25.0,N,0
1028764,Y,2022. 8. 29. 오후 10:05:13,N,N,Y,고양이,세상에 하나뿐인 믹스,55.0,Y,3.0,,,,,Y,N,N,4.0,,,Y,4.0,N,,Y,4.0,1.0,2022. 9. 1. 오전 12:00:00,22100.0,[펫프파트너스#5] 심현아님이 드리는 1만원 첫 구매 쿠폰!,,,1.0,,그외,,,1.0,43.0,43.0,43.0,43.0,N,0
1048179,N,2022. 9. 21. 오후 4:11:48,Y,N,Y,고양이,코리안 쇼트헤어,7.0,Y,10.0,,,,,N,N,Y,,,2.0,Y,2.0,Y,2.0,N,,1.0,2022. 10. 1. 오전 12:00:00,65000.0,"클릭 완료! 뽀너스 5,OOO원 쿠폰♥",,,,1.0,그외,,,1.0,66.0,66.0,66.0,66.0,N,0
1053762,N,2022. 9. 28. 오전 1:59:37,Y,N,Y,고양이,코리안 쇼트헤어,7.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1044063,N,2022. 9. 17. 오전 9:55:58,N,N,Y,강아지,세상에 하나뿐인 믹스,8.0,Y,2.0,,,,,N,N,Y,,,1.0,Y,1.0,N,,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,19500.0,,,,1.0,,그외,,,1.0,31.0,31.0,31.0,31.0,N,0
1019546,N,2022. 8. 19. 오전 12:19:14,Y,Y,Y,고양이,먼치킨,45.0,Y,6.0,33.0,40.0,27.0,7.0,N,Y,Y,,2.0,1.0,Y,1.0,Y,1.0,Y,2.0,3.0,2022. 8. 1. 오전 12:00:00,19070.666666667,"가입 축하 5,000원 할인 쿠폰♥",,"[ONLY 심쿵팸] ♥내 새꾸 곳간 채워줄 8,OOO원 할인권♥",3.0,,그외,,,3.0,23.0,31.0,34.0,29.333333333,N,0
1016897,N,2022. 8. 16. 오후 1:56:54,Y,N,Y,강아지,비숑 프리제,74.0,Y,0.0,22.0,,22.0,,N,N,Y,,,1.0,Y,1.0,N,,Y,1.0,2.0,2022. 8. 1. 오전 12:00:00,43000.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,26.0,,26.0,,Y,1
1055463,N,2022. 9. 29. 오후 10:31:14,N,N,Y,강아지,말티즈,121.0,Y,0.0,,,,,Y,N,N,1.0,,,Y,1.0,N,,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,29000.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,16.0,16.0,16.0,16.0,N,0
1053588,N,2022. 9. 27. 오후 10:13:45,Y,N,Y,강아지,말티즈,8.0,Y,1.0,,,,,N,N,Y,,,1.0,Y,1.0,Y,1.0,N,,1.0,2022. 9. 1. 오전 12:00:00,34800.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,19.0,19.0,19.0,19.0,N,0
1042984,N,2022. 9. 15. 오후 11:15:38,N,N,Y,고양이,아메리칸 컬,52.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1045427,N,2022. 9. 18. 오후 7:14:41,N,N,N,등록없음,등록없음,,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1019063,N,2022. 8. 18. 오후 3:06:30,Y,N,Y,고양이,코리안 쇼트헤어,6.0,Y,0.0,5.0,15.0,5.0,10.0,Y,Y,Y,10.0,11.0,3.0,Y,10.0,Y,7.0,Y,17.0,3.0,2022. 8. 1. 오전 12:00:00,26148.333333333,"가입 축하 5,000원 할인 쿠폰♥",,,3.0,,그외,,,3.0,26.0,32.0,25.0,27.666666667,N,0
1025344,N,2022. 8. 25. 오후 3:17:40,Y,N,N,등록없음,등록없음,,N,0.0,42.0,,42.0,,N,Y,N,,1.0,,N,,N,,Y,1.0,2.0,2022. 8. 1. 오전 12:00:00,46000.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,24.0,,24.0,,Y,1
1050222,N,2022. 9. 23. 오후 11:36:32,N,N,Y,고양이,러시안 블루,114.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1056113,N,2022. 9. 30. 오후 3:58:38,N,N,Y,고양이,뱅갈,13.0,Y,7.0,,,,,Y,N,Y,1.0,,1.0,Y,1.0,N,,Y,2.0,1.0,2022. 10. 1. 오전 12:00:00,43200.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,16.0,16.0,16.0,16.0,Y,1
1057312,N,2022. 10. 1. 오후 9:42:47,Y,Y,Y,고양이,코리안 쇼트헤어,49.0,Y,0.0,15.0,15.0,15.0,0.0,Y,Y,Y,2.0,10.0,2.0,Y,2.0,N,,Y,14.0,2.0,2022. 10. 1. 오전 12:00:00,29325.0,"가입 축하 5,000원 할인 쿠폰♥",,,,2.0,그외,,,2.0,,51.0,51.0,,N,0
1013668,N,2022. 8. 13. 오후 12:44:37,N,Y,Y,고양이,러시안 블루,21.0,Y,5.0,17.0,32.0,12.0,15.0,Y,N,Y,2.0,,2.0,Y,2.0,Y,1.0,Y,3.0,4.0,2022. 8. 1. 오전 12:00:00,36033.333333333,,,"펫프와 '몽글몽글'사이만 드리는 2,5OO원 쿠폰",3.0,,그외,,,3.0,24.0,47.0,25.0,32.0,N,0
1023970,N,2022. 8. 23. 오후 6:47:19,Y,N,Y,고양이,코리안 쇼트헤어,7.0,Y,6.0,36.0,,30.0,,N,Y,Y,,1.0,15.0,N,,Y,13.0,Y,3.0,2.0,2022. 8. 1. 오전 12:00:00,573280.0,"펫프는 지금 창고대방출 중! 뽀너스 8,000원 쿠폰!",,,1.0,,그외,,,1.0,40.0,,40.0,,N,0
1022761,N,2022. 8. 22. 오후 2:16:46,Y,N,Y,고양이,코리안 쇼트헤어,14.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1040316,N,2022. 9. 13. 오전 2:30:22,Y,N,Y,고양이,페르시안,6.0,Y,3.0,,,,,N,N,Y,,,2.0,N,,Y,1.0,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,52900.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,37.0,37.0,37.0,37.0,N,0
1054604,N,2022. 9. 29. 오전 12:30:45,Y,N,Y,고양이,하이랜드 폴드,60.0,Y,1.0,,,,,N,N,Y,,,6.0,N,,Y,1.0,Y,5.0,1.0,2022. 9. 1. 오전 12:00:00,31800.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,87.0,87.0,87.0,87.0,N,0
1046770,N,2022. 9. 20. 오전 1:53:44,Y,N,Y,고양이,세상에 하나뿐인 믹스,58.0,Y,20.0,,,,,N,Y,Y,,1.0,1.0,Y,1.0,N,,Y,2.0,1.0,2022. 10. 1. 오전 12:00:00,42900.0,친구 초대 이벤트 쿠폰,,,1.0,,그외,,,1.0,23.0,23.0,23.0,23.0,N,0
1019178,N,2022. 8. 18. 오후 5:13:59,Y,Y,Y,고양이,세상에 하나뿐인 믹스,18.0,Y,0.0,0.0,6.0,0.0,6.0,Y,N,Y,1.0,,2.0,Y,3.0,Y,2.0,Y,1.0,5.0,2022. 8. 1. 오전 12:00:00,40300.0,"가입 축하 5,000원 할인 쿠폰♥",친구 초대 이벤트 쿠폰,,3.0,,그외,,,3.0,46.0,22.0,17.0,28.333333333,N,0
1031517,N,2022. 9. 1. 오후 9:13:07,Y,N,Y,고양이,페르시안,62.0,Y,0.0,,,,,N,Y,Y,,3.0,1.0,N,,Y,3.0,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,15490.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,45.0,45.0,45.0,45.0,Y,1
1053972,N,2022. 9. 28. 오전 11:30:57,N,N,Y,강아지,포메라니안,62.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1062652,N,2022. 10. 7. 오전 1:09:02,Y,N,Y,강아지,세상에 하나뿐인 믹스,6.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1016929,N,2022. 8. 16. 오후 2:31:20,N,N,N,등록없음,등록없음,,N,4.0,,,,,N,N,Y,,,4.0,N,,Y,2.0,Y,2.0,1.0,2022. 8. 1. 오전 12:00:00,39580.0,"가입 축하 5,000원 할인 쿠폰♥",,,,1.0,그외,,,1.0,90.0,90.0,90.0,90.0,N,0
1014460,Y,2022. 8. 14. 오전 10:12:15,N,N,Y,강아지,비숑 프리제,34.0,Y,0.0,,,,,N,N,Y,,,1.0,N,,N,,Y,1.0,1.0,2022. 8. 1. 오전 12:00:00,18000.0,,,,,1.0,그외,,,,75.0,75.0,75.0,75.0,N,0
1019519,N,2022. 8. 18. 오후 11:38:32,N,N,Y,강아지,푸들,33.0,Y,0.0,,,,,N,Y,N,,3.0,,N,,N,,Y,3.0,1.0,2022. 8. 1. 오전 12:00:00,61900.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,40.0,40.0,40.0,40.0,N,0
1021373,N,2022. 8. 21. 오전 1:04:58,Y,N,Y,고양이,브리티시 쇼트헤어,7.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1041419,N,2022. 9. 14. 오전 9:16:55,Y,N,Y,강아지,세상에 하나뿐인 믹스,9.0,Y,6.0,,,,,Y,Y,N,10.0,1.0,,Y,10.0,Y,1.0,Y,10.0,1.0,2022. 9. 1. 오전 12:00:00,16700.0,,,,1.0,,그외,,,1.0,63.0,63.0,63.0,63.0,N,0
1038330,N,2022. 9. 10. 오후 1:27:41,N,N,Y,고양이,코리안 쇼트헤어,44.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1053352,N,2022. 9. 27. 오후 5:39:30,N,N,Y,고양이,랙돌,14.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1056566,N,2022. 10. 1. 오전 1:03:03,N,N,Y,고양이,뱅갈,2.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1024476,N,2022. 8. 24. 오전 11:31:00,Y,Y,Y,고양이,랙돌,3.0,Y,2.0,37.0,38.0,35.0,1.0,Y,Y,Y,1.0,2.0,5.0,Y,2.0,Y,3.0,Y,5.0,4.0,2022. 8. 1. 오전 12:00:00,55733.333333333,"가입 축하 5,000원 할인 쿠폰♥",,"[ONLY 심쿵팸] 벨집사 집사님 전용 추가 1O,OOO원 할인권♥",2.0,1.0,그외,,,3.0,27.0,87.0,63.0,59.0,N,0
1055782,N,2022. 9. 30. 오전 10:32:11,Y,N,Y,강아지,푸들,23.0,Y,31.0,,,,,Y,N,N,11.0,,,Y,11.0,N,,Y,11.0,1.0,2022. 10. 1. 오전 12:00:00,14200.0,,,,1.0,,그외,,,1.0,47.0,47.0,47.0,47.0,N,0
1031217,N,2022. 9. 1. 오후 3:30:39,Y,N,Y,강아지,푸들,115.0,Y,0.0,,,,,Y,Y,N,1.0,1.0,,Y,1.0,Y,1.0,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,46400.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,50.0,50.0,50.0,50.0,N,0
1017737,N,2022. 8. 17. 오전 10:21:03,Y,N,Y,고양이,먼치킨,5.0,Y,0.0,15.0,,15.0,,N,N,Y,,,3.0,N,,Y,2.0,Y,1.0,2.0,2022. 8. 1. 오전 12:00:00,33300.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,31.0,,31.0,,N,0
1060389,N,2022. 10. 4. 오후 8:06:58,Y,N,Y,강아지,포메라니안,69.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1055846,N,2022. 9. 30. 오전 11:24:15,Y,N,Y,고양이,아비시니안,34.0,Y,0.0,,,,,N,Y,Y,,4.0,3.0,N,,Y,6.0,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,54300.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,95.0,95.0,95.0,95.0,N,0
1040864,N,2022. 9. 13. 오후 5:46:16,N,N,Y,강아지,프렌치 불독,114.0,Y,0.0,17.0,39.0,17.0,22.0,Y,Y,Y,1.0,6.0,1.0,Y,1.0,Y,3.0,Y,5.0,3.0,2022. 9. 1. 오전 12:00:00,29370.0,"가입 축하 5,000원 할인 쿠폰♥","[ONLY 심쿵팸] ♥가족이 되어주셔서 감사해요♥  8,OOO원 쿠폰","[ONLY 심쿵팸] ♥내 새꾸 곳간 채워줄 8,OOO원 할인권♥",2.0,1.0,그외,,,3.0,44.0,93.0,73.0,70.0,Y,2
1024689,N,2022. 8. 24. 오후 4:56:10,N,N,Y,고양이,코리안 쇼트헤어,54.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1052103,N,2022. 9. 26. 오전 8:51:40,Y,N,Y,강아지,푸들,29.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1019401,N,2022. 8. 18. 오후 9:21:18,Y,N,Y,강아지,말티즈,101.0,Y,43.0,,,,,N,Y,Y,,1.0,1.0,N,,N,,Y,2.0,1.0,2022. 9. 1. 오전 12:00:00,42300.0,"9월 창고대방출 기념 특별 선물! 8,000원 쿠폰!",,,1.0,,그외,,,1.0,90.0,90.0,90.0,90.0,N,0
1015428,N,2022. 8. 15. 오전 5:39:38,Y,N,Y,고양이,세상에 하나뿐인 믹스,180.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1026557,N,2022. 8. 27. 오전 8:41:30,N,N,Y,고양이,스핑크스,52.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1031753,N,2022. 9. 2. 오전 3:19:20,Y,N,Y,고양이,샴,142.0,Y,0.0,10.0,45.0,10.0,35.0,Y,Y,N,14.0,2.0,,Y,14.0,Y,1.0,Y,15.0,3.0,2022. 9. 1. 오전 12:00:00,39035.666666667,"가입 축하 5,000원 할인 쿠폰♥","[ONLY 심쿵팸] ♥가족이 되어주셔서 감사해요♥  8,OOO원 쿠폰","[ONLY 심쿵팸] 별이 집사님 전용 추가 1O,OOO원 할인권♥",3.0,,그외,,,3.0,39.0,73.0,20.0,44.0,Y,3
1042932,N,2022. 9. 15. 오후 10:00:16,N,N,Y,고양이,샴,34.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1016639,N,2022. 8. 16. 오전 9:18:34,Y,N,Y,고양이,페르시안,34.0,Y,0.0,,,,,Y,N,Y,1.0,,1.0,Y,2.0,Y,1.0,Y,1.0,1.0,2022. 8. 1. 오전 12:00:00,32300.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,31.0,31.0,31.0,31.0,N,0
1032511,N,2022. 9. 2. 오후 10:54:24,N,N,Y,강아지,프렌치 불독,38.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1058704,N,2022. 10. 3. 오전 10:00:36,N,N,Y,강아지,래브라도 리트리버,26.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1016489,N,2022. 8. 16. 오전 1:30:32,Y,Y,Y,강아지,포메라니안,9.0,Y,0.0,12.0,35.0,12.0,23.0,N,Y,Y,,5.0,2.0,N,,N,,Y,7.0,3.0,2022. 8. 1. 오전 12:00:00,12360.0,"가입 축하 5,000원 할인 쿠폰♥",,,2.0,1.0,그외,,,2.0,80.0,28.0,30.0,46.0,N,0
1017642,N,2022. 8. 17. 오전 8:12:49,N,N,Y,강아지,포메라니안,9.0,Y,5.0,,,,,N,Y,Y,,1.0,1.0,N,,Y,1.0,Y,1.0,1.0,2022. 8. 1. 오전 12:00:00,26900.0,친구 초대 이벤트 쿠폰,,,1.0,,그외,,,1.0,44.0,44.0,44.0,44.0,N,0
1021180,N,2022. 8. 20. 오후 8:38:15,Y,N,Y,고양이,브리티시 쇼트헤어,5.0,Y,2.0,,,,,N,N,Y,,,6.0,N,,Y,3.0,Y,3.0,1.0,2022. 8. 1. 오전 12:00:00,74500.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,35.0,35.0,35.0,35.0,N,0
1026802,N,2022. 8. 27. 오후 3:25:13,N,N,Y,고양이,코리안 쇼트헤어,30.0,Y,35.0,,,,,Y,Y,N,2.0,2.0,,Y,2.0,Y,1.0,Y,3.0,1.0,2022. 10. 1. 오전 12:00:00,63290.0,,,,,1.0,그외,,,1.0,84.0,84.0,84.0,84.0,N,0
1053506,N,2022. 9. 27. 오후 8:57:07,N,N,Y,고양이,아메리칸 쇼트헤어,130.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1041144,N,2022. 9. 13. 오후 10:32:23,Y,Y,Y,고양이,스코티시 폴드,6.0,Y,0.0,3.0,29.0,3.0,26.0,N,Y,Y,,9.0,4.0,Y,2.0,Y,5.0,Y,8.0,4.0,2022. 9. 1. 오전 12:00:00,53800.0,"가입 축하 5,000원 할인 쿠폰♥",,"[ONLY 심쿵팸] 밥풀 집사님 전용 추가 1O,OOO원 할인권♥",3.0,,그외,,,3.0,43.0,42.0,42.0,42.333333333,Y,8
1017713,N,2022. 8. 17. 오전 9:56:28,N,N,Y,강아지,비숑 프리제,6.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1050914,N,2022. 9. 24. 오후 10:01:39,Y,Y,Y,고양이,코리안 쇼트헤어,6.0,Y,0.0,9.0,25.0,9.0,16.0,Y,Y,Y,7.0,1.0,14.0,Y,9.0,Y,6.0,Y,16.0,5.0,2022. 9. 1. 오전 12:00:00,73266.666666667,"가입 축하 5,000원 할인 쿠폰♥","[ONLY 심쿵팸] ♥가족이 되어주셔서 감사해요♥  8,OOO원 쿠폰","펫프와 '몽글몽글'사이만 드리는 5,OOO원 쿠폰",2.0,1.0,그외,,,3.0,36.0,,17.0,,N,0
1056202,N,2022. 9. 30. 오후 5:27:47,N,N,Y,강아지,세상에 하나뿐인 믹스,33.0,Y,0.0,,,,,N,N,Y,,,2.0,Y,1.0,N,,Y,2.0,1.0,2022. 9. 1. 오전 12:00:00,47700.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,89.0,89.0,89.0,89.0,N,0
1052042,N,2022. 9. 26. 오전 6:41:53,Y,N,Y,강아지,비숑 프리제,35.0,Y,0.0,,,,,N,N,Y,,,1.0,Y,1.0,N,,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,46000.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,33.0,33.0,33.0,33.0,N,0
1032446,N,2022. 9. 2. 오후 9:37:51,Y,N,Y,고양이,러시안 블루,121.0,Y,0.0,,,,,N,N,Y,,,4.0,Y,2.0,Y,3.0,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,74490.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,22.0,22.0,22.0,22.0,Y,4
1059835,N,2022. 10. 4. 오전 10:51:26,Y,N,N,등록없음,등록없음,,N,7.0,19.0,36.0,12.0,17.0,Y,N,Y,5.0,,14.0,Y,7.0,Y,9.0,Y,10.0,3.0,2022. 10. 1. 오전 12:00:00,32016.666666667,"가입 축하 5,000원 할인 쿠폰♥","[ONLY 심쿵팸] ♥가족이 되어주셔서 감사해요♥  8,OOO원 쿠폰",,2.0,1.0,그외,,,3.0,54.0,24.0,47.0,41.666666667,Y,4
1026780,N,2022. 8. 27. 오후 2:50:33,Y,N,Y,고양이,코리안 쇼트헤어,19.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1063450,N,2022. 10. 7. 오후 9:37:01,N,N,Y,고양이,코리안 쇼트헤어,46.0,Y,0.0,,,,,N,N,Y,,,2.0,N,,N,,Y,2.0,1.0,2022. 10. 1. 오전 12:00:00,17200.0,"예비 심쿵팸님을 위한, 가입 축하 5,OOO원 쿠폰♥",,,1.0,,그외,,,1.0,16.0,16.0,16.0,16.0,Y,1
1042100,N,2022. 9. 14. 오후 11:02:08,N,N,Y,강아지,요크셔 테리어,190.0,Y,0.0,,,,,N,Y,N,,1.0,,N,,N,,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,27000.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,42.0,42.0,42.0,42.0,N,0
1051955,N,2022. 9. 26. 오전 12:27:08,Y,N,Y,고양이,코리안 쇼트헤어,66.0,Y,2.0,,,,,Y,N,Y,9.0,,1.0,Y,9.0,Y,1.0,Y,9.0,1.0,2022. 9. 1. 오전 12:00:00,30500.0,,,,1.0,,그외,,,1.0,37.0,37.0,37.0,37.0,N,0
1018555,N,2022. 8. 17. 오후 11:48:03,Y,Y,Y,강아지,푸들,87.0,Y,1.0,1.0,1.0,0.0,0.0,N,Y,Y,,3.0,2.0,N,,Y,2.0,Y,3.0,1.0,2022. 8. 1. 오전 12:00:00,15700.0,"가입 축하 5,000원 할인 쿠폰♥","가입 축하 5,000원 할인 쿠폰♥","가입 축하 5,000원 할인 쿠폰♥",1.0,,그외,,,1.0,40.0,40.0,40.0,40.0,N,0
1041069,N,2022. 9. 13. 오후 9:19:52,N,N,Y,강아지,보더 콜리,38.0,Y,0.0,,,,,Y,N,N,1.0,,,Y,1.0,N,,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,54400.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,43.0,43.0,43.0,43.0,N,0
1059655,N,2022. 10. 4. 오전 1:05:04,N,N,Y,강아지,제패니즈 스피츠,130.0,Y,0.0,,,,,N,Y,N,,1.0,,N,,N,,Y,1.0,1.0,2022. 10. 1. 오전 12:00:00,10100.0,,,,1.0,,그외,,,1.0,,,,,Y,1
1035970,N,2022. 9. 6. 오후 8:45:15,Y,Y,Y,고양이,코리안 쇼트헤어,34.0,Y,23.0,24.0,40.0,1.0,16.0,Y,N,Y,1.0,,1.0,Y,2.0,N,,Y,2.0,4.0,2022. 9. 1. 오전 12:00:00,40233.333333333,"9월 창고대방출 기념 특별 선물! 8,000원 쿠폰!",,"[ONLY 심쿵팸] ♥가족이 되어주셔서 감사해요♥  8,OOO원 쿠폰",2.0,1.0,그외,,,3.0,18.0,33.0,42.0,31.0,N,0
1055657,N,2022. 9. 30. 오전 7:06:55,N,N,Y,고양이,랙돌,22.0,Y,0.0,16.0,,16.0,,N,Y,N,,8.0,,N,,Y,1.0,Y,7.0,2.0,2022. 9. 1. 오전 12:00:00,47220.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,29.0,,29.0,,N,0
1019039,N,2022. 8. 18. 오후 2:44:30,N,N,Y,강아지,말티즈,33.0,Y,0.0,39.0,,39.0,,N,N,Y,,,1.0,N,,N,,Y,1.0,2.0,2022. 8. 1. 오전 12:00:00,34800.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,,50.0,,50.0,,N,0
1012447,N,2022. 8. 12. 오전 1:09:51,N,N,Y,고양이,브리티시 쇼트헤어,27.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1014459,N,2022. 8. 14. 오전 10:10:44,Y,N,Y,고양이,세상에 하나뿐인 믹스,14.0,Y,22.0,60.0,,38.0,,Y,N,Y,1.0,,3.0,Y,3.0,Y,3.0,Y,1.0,2.0,2022. 9. 1. 오전 12:00:00,31100.0,,,,1.0,,그외,,,1.0,51.0,,51.0,,N,0
1033710,N,2022. 9. 4. 오전 11:51:52,Y,N,Y,강아지,포메라니안,30.0,Y,0.0,,,,,Y,Y,Y,1.0,1.0,1.0,Y,1.0,Y,2.0,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,46300.0,친구 초대 이벤트 쿠폰,,,,1.0,그외,,,1.0,50.0,50.0,50.0,50.0,N,0
1013238,N,2022. 8. 12. 오후 10:11:32,N,N,Y,고양이,랙돌,19.0,Y,2.0,,,,,N,Y,N,,2.0,,N,,N,,Y,2.0,1.0,2022. 8. 1. 오전 12:00:00,12500.0,,,,,1.0,그외,,,1.0,48.0,48.0,48.0,48.0,N,0
1013959,N,2022. 8. 13. 오후 6:49:09,Y,N,Y,강아지,말티즈,61.0,Y,0.0,,,,,Y,Y,N,1.0,1.0,,Y,1.0,Y,1.0,Y,1.0,1.0,2022. 8. 1. 오전 12:00:00,30900.0,"가입 축하 5,000원 할인 쿠폰♥",,,,1.0,그외,,,1.0,67.0,67.0,67.0,67.0,N,0
1042555,N,2022. 9. 15. 오후 2:27:26,Y,N,Y,고양이,브리티시 쇼트헤어,2.0,Y,24.0,,,,,N,N,Y,,,3.0,N,,Y,1.0,Y,2.0,1.0,2022. 10. 1. 오전 12:00:00,41200.0,,,,,1.0,그외,,,1.0,61.0,61.0,61.0,61.0,N,0
1043621,N,2022. 9. 16. 오후 6:46:57,N,N,Y,강아지,세상에 하나뿐인 믹스,9.0,Y,0.0,,,,,Y,N,N,2.0,,,Y,2.0,N,,Y,2.0,1.0,2022. 9. 1. 오전 12:00:00,10100.0,,,,1.0,,그외,,,1.0,20.0,20.0,20.0,20.0,N,0
1053026,N,2022. 9. 27. 오전 10:27:45,N,N,Y,강아지,비숑 프리제,18.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
1055943,N,2022. 9. 30. 오후 12:54:24,N,N,Y,강아지,포메라니안,34.0,Y,0.0,,,,,N,N,Y,,,1.0,N,,N,,Y,1.0,1.0,2022. 9. 1. 오전 12:00:00,14900.0,,,,1.0,,그외,,,,21.0,21.0,21.0,21.0,N,0
1019834,N,2022. 8. 19. 오전 11:46:28,N,N,Y,고양이,코리안 쇼트헤어,70.0,Y,0.0,,,,,N,N,Y,,,3.0,Y,1.0,Y,1.0,Y,2.0,1.0,2022. 8. 1. 오전 12:00:00,37900.0,"가입 축하 5,000원 할인 쿠폰♥",,,1.0,,그외,,,1.0,76.0,76.0,76.0,76.0,N,0
1012900,N,2022. 8. 12. 오후 3:25:39,N,N,Y,강아지,세상에 하나뿐인 믹스,214.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,그외,,,,,,,,N,0
